gene_id,symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000000003,TSPAN6,4888.9919763333455,-0.24828393506133922,0.06512921366106765,-3.812174615732481,1.377495038841431e-4,0.0014852493844833465
ENSG00000000005,TNMD,14.146593698104262,-0.3925860066326485,0.21749334518973162,-1.8050483626989768,0.07106711439253813,0.1653002408948779
ENSG00000000419,DPM1,3290.795855344885,-0.1365400603440459,0.05748991946866561,-2.3750261194654465,0.01754770841130874,0.05981188602148669
ENSG00000000457,SCYL3,865.3585275728517,-0.01405170656602218,0.04544348322914114,-0.3092127972490314,0.7571596598077168,0.8454475505778241
ENSG00000000460,FIRRM,606.8898862363747,-0.13251468325647417,0.06347918016931565,-2.087529846841479,0.03684026597115256,0.10237120755308793
ENSG00000000938,FGR,402.4908003864558,-0.04277253661584508,0.11415198946943046,-0.3746981267225258,0.7078849855908168,0.8104982851043583
ENSG00000000971,CFH,2815.8491965261155,0.2830707151585915,0.12961185465086714,2.1839878452560795,0.028963141223079542,0.08594143614508312
ENSG00000001036,FUCA2,3288.1150042245717,-0.12358802295655034,0.060213031229509245,-2.052512893521,0.04011984330323871,0.10895138370664913
ENSG00000001084,GCLC,1705.9545767770578,-0.04290968443506188,0.06547718001680185,-0.655338003622804,0.5122501576424205,0.6586383271634341
ENSG00000001167,NFYA,2042.9241312647641,-0.15216379901915272,0.06602930476106741,-2.30448888671129,0.021195215481177063,0.0682727976839329
ENSG00000001460,STPG1,760.5395959510907,0.04123846735062368,0.061817968048945356,0.6670951610375234,0.5047113508562204,0.6527681336718042
ENSG00000001461,NIPAL3,2476.934131948973,0.37923451192625407,0.0637730127885537,5.94663001391587,2.737191406439704e-9,2.493855090407214e-7
ENSG00000001497,LAS1L,2458.742358784166,-0.047730621851798744,0.04412433482522695,-1.0817301165186062,0.27937246690799733,0.43771354706904086
ENSG00000001561,ENPP4,1479.7396358533051,0.09784897170629184,0.0711928652248529,1.3744210377999155,0.16931100864066229,0.30925454696735055
ENSG00000001617,SEMA3F,7188.3000935761665,0.08552763028772703,0.09154825764753967,0.9342354784840141,0.35018243843231733,0.5108497632786556
ENSG00000001626,CFTR,988.761245083952,-0.8515919008263696,0.24015721463470202,-3.5459767557752024,3.911607086861212e-4,0.0033669014802449222
ENSG00000001629,ANKIB1,3138.1682145123305,0.055235645506909375,0.04560696574067575,1.2111230074147652,0.2258482648691447,0.3786371407163083
ENSG00000001630,CYP51A1,204.3614218682512,0.07466819030220374,0.0782306492723221,0.9544621065623861,0.3398497816629588,0.5004236542595908
ENSG00000001631,KRIT1,1773.2785420374628,0.011723477963719477,0.046582394235607755,0.251671863503272,0.801294706770588,0.8745847347573319
ENSG00000002016,RAD52,803.6442626098367,-0.06076000176937258,0.07397089838962576,-0.8214041344926267,0.4114161093126268,0.5701007105623336
ENSG00000002330,BAD,3098.4692884872625,-0.022940691697756335,0.0681065546499582,-0.3368352989761818,0.7362410616789425,0.8305939671941569
ENSG00000002549,LAP3,6936.8482813646415,-0.11075974358805124,0.07759241958347855,-1.427455725477014,0.1534485782421374,0.2879489154664398
ENSG00000002586,CD99,8562.009424511005,-0.10379542581990764,0.08165263496694267,-1.2711828082698073,0.20366362115233758,0.3520355250083376
ENSG00000002587,HS3ST1,542.3536107528789,-0.15499958743202313,0.09685804630008979,-1.6002757989955394,0.10953741318785247,0.2259697433611511
ENSG00000002726,AOC1,2178.918515954235,-0.4431603252930759,0.2366763354394958,-1.8724319204543622,0.061146872353099714,0.1484832500024231
ENSG00000002745,WNT16,14.901036880478625,-0.9467037834221808,0.19828390640248697,-4.774486243480156,1.8016659759371132e-6,4.959208068508471e-5
ENSG00000002746,HECW1,106.67584014810184,-0.19775306587628105,0.14241591628142064,-1.3885601486108587,0.1649665426061082,0.30368078129859855
ENSG00000002822,MAD1L1,1759.2409752404858,0.13741093237550475,0.062008410787350685,2.2160047424330327,0.026691177352714278,0.08122477453769125
ENSG00000002834,LASP1,13310.5188096048,0.3476313412859158,0.06271282641966189,5.543225543043384,2.969499651550728e-8,1.7177848460494402e-6
ENSG00000002919,SNX11,1166.377481315757,0.03488070593172149,0.059048748418322146,0.5907103345292651,0.5547145223052506,0.6947809245334959
ENSG00000002933,TMEM176A,3344.269074161257,-0.07362865797187916,0.14357128905976282,-0.5128369220201859,0.6080654000658177,0.7370072981242071
ENSG00000003056,M6PR,4304.646426038947,0.05650426240464904,0.06920318490840224,0.8164980048163741,0.41421536419265875,0.5723257784591013
ENSG00000003096,KLHL13,217.0997759879383,-0.5732145334727682,0.16629856666348034,-3.4469000242961676,5.670583830237068e-4,0.004442405221519846
ENSG00000003137,CYP26B1,262.4068827661078,-1.002398403971327,0.17247243550085484,-5.811933953738125,6.175520642092378e-9,4.728165426059131e-7
ENSG00000003147,ICA1,1383.2457173593045,0.18887152673115368,0.08482340166497124,2.226644098489984,0.02597106924321212,0.07960383915051493
ENSG00000003249,DBNDD1,2704.423261196732,0.16088756230491363,0.09694089794798577,1.659645884353566,0.0969857118879245,0.20745083249463084
ENSG00000003393,ALS2,1369.5815583706942,-0.13596982736306587,0.050597761116501154,-2.687269641239577,0.007203877288223221,0.030799871409198386
ENSG00000003400,CASP10,1344.7859216467227,0.09823177026503763,0.09888506472560536,0.9933933960362917,0.3205182786298657,0.481768875129375
ENSG00000003402,CFLAR,5350.059558449118,-0.013239711540596808,0.05869486633410009,-0.2255684758737563,0.821537061550839,0.8875347326483304
ENSG00000003436,TFPI,384.8656775860949,-0.7064172076846692,0.11776147487636524,-5.998712298961257,1.988883732246557e-9,1.8777947859583814e-7
ENSG00000003509,NDUFAF7,859.8287146259448,-0.09015069595101848,0.04573367164299333,-1.9712105482095073,0.04869979789449509,0.1255706406160308
ENSG00000003756,RBM5,3902.310080217248,-0.10071500927859763,0.060011494573260285,-1.6782619728900048,0.09329596817249232,0.2016175441222907
ENSG00000003987,MTMR7,147.7037736225921,-0.1907841286272801,0.10894727032911572,-1.7511602452355688,0.07991831119052112,0.17991987478548008
ENSG00000003989,SLC7A2,2397.273524210673,0.013163044512743255,0.1829560365635631,0.07194648922212585,0.9426444928350162,0.967165988087819
ENSG00000004059,ARF5,9669.350300322494,-0.13321417410095662,0.06899368529917238,-1.9308169077113295,0.05350569868902283,0.13459150214127197
ENSG00000004139,SARM1,623.8986120946672,0.44825511407849994,0.08916654223738164,5.0271671731437415,4.977783882213112e-7,1.7038100205599537e-5
ENSG00000004142,POLDIP2,5940.180682257269,0.19411386789354262,0.0652763419063788,2.9737246638597843,0.0029420894154098516,0.01553685704514038
ENSG00000004399,PLXND1,6590.3964213682475,0.025626621676935735,0.08947943843563189,0.2863967647200933,0.7745742523545341,0.8573341448341324
ENSG00000004455,AK2,9849.661962150478,0.1174145495149291,0.06467891831276248,1.8153449775884825,0.06947091104359944,0.1627119461486464
ENSG00000004468,CD38,410.3991711455604,-0.3570362081755885,0.14944271942568296,-2.389117446120489,0.016888902423965353,0.05798936875249607
ENSG00000004478,FKBP4,15303.424231803507,-0.22783408230866717,0.07093265396286504,-3.2119774120949125,0.0013182473951521157,0.008452182981865536
ENSG00000004487,KDM1A,7089.1807154470725,-0.025045675003034087,0.06008938478871353,-0.4168069799865611,0.6768195965520696,0.7886086811000432
ENSG00000004534,RBM6,3041.7701301164343,-0.132788370229143,0.060657507541716796,-2.1891497954778094,0.028585954263258277,0.08511327754658371
ENSG00000004660,CAMKK1,410.416928662583,0.15629301567896553,0.09536166520859726,1.6389501518989313,0.10122364165065866,0.21370608251167905
ENSG00000004700,RECQL,872.6326282341242,-0.056780087452606307,0.08729295085790179,-0.6504544398439998,0.5153987219543089,0.6612402669472236
ENSG00000004766,VPS50,1053.4811176666226,0.08663454082680985,0.04781297371137464,1.8119463003866587,0.06999449430953242,0.16347588079880454
ENSG00000004776,HSPB6,1898.0191988899348,-0.11041255766114819,0.14271145263004847,-0.7736769237951151,0.43912186967059996,0.5944341957609146
ENSG00000004777,ARHGAP33,1827.9101451078209,0.04944614813267077,0.10862015380564649,0.4552207523213834,0.6489504322098194,0.7684173614742562
ENSG00000004779,NDUFAB1,4230.358785717468,-0.1788823215697927,0.07532336807772902,-2.374858242998339,0.017555690992883854,0.059827903735240245
ENSG00000004799,PDK4,1250.1835320897742,-0.05676348336468849,0.11232686344130402,-0.5053420137058312,0.6133186386984966,0.74130354433298
ENSG00000004809,SLC22A16,27.080202344258023,-0.5657818467640964,0.19413730425937886,-2.9143386374015914,0.0035644302549173545,0.018003961157957896
ENSG00000004838,ZMYND10,825.4469430223122,-0.43851902585552566,0.1696178708110955,-2.5853350461161435,0.009728441075273434,0.03843704537589604
